num__longitude,num__latitude,num__housing_median_age,num__total_rooms,num__total_bedrooms,num__population,num__households,num__median_income,cat__ocean_proximity_<1H OCEAN,cat__ocean_proximity_INLAND,cat__ocean_proximity_ISLAND,cat__ocean_proximity_NEAR BAY,cat__ocean_proximity_NEAR OCEAN
-0.9413504586000868,1.347438216815129,0.02756357138483158,0.5847774454783182,0.6403712747566713,0.7326023581928217,0.556286018753369,-0.8936472017581819,0.0,1.0,0.0,0.0,0.0
1.1717821162456301,-1.1924396559322836,-1.7220176265077816,1.2614666806325303,0.7815613248778976,0.5336115200296541,0.7213179906343863,1.2921680006896112,0.0,0.0,0.0,0.0,1.0
0.26758117996412617,-0.12597159886707437,1.2204598426752498,-0.46977281386705017,-0.5451382840198321,-0.6746751909791298,-0.5244072164674863,-0.5254336457870787,0.0,1.0,0.0,0.0,0.0
1.2217379690788666,-1.3514743661963957,-0.3700685190453078,-0.3486515202216176,-0.03636724134162013,-0.4676171566742121,-0.037296718818677146,-0.8659288160221195,0.0,0.0,0.0,0.0,1.0
0.4374310795971173,-0.6358181700078976,-0.13148926478722417,0.4271794688045315,0.2727902821996857,0.3740603074483755,0.22089846299517252,0.3257517828578411,1.0,0.0,0.0,0.0,0.0
-1.2310944050328398,1.0854986940271811,-0.051962846701196296,-0.661976874439532,-0.6863283341410583,-0.6235829487480462,-0.6521739043753707,-0.09422375859765164,0.0,0.0,0.0,1.0,0.0
-1.226098819749514,0.7908167308907399,-0.4495949371313357,0.7475195697586678,0.3336480624243522,0.3247607754710142,0.3832686288781089,1.8953578721050626,1.0,0.0,0.0,0.0,0.0
0.6322589056467232,-0.6732381018347464,0.5842484979870267,-0.43516672996835515,-0.6595509108422051,-0.575179771897546,-0.5829669484252666,0.6355362416239487,1.0,0.0,0.0,0.0,0.0
-1.186134137482929,0.7627517820206049,-0.926753445647503,-0.6044559512025118,-0.6400764211703118,-0.9068311688361588,-0.6362030683868851,-1.1332957451012222,1.0,0.0,0.0,0.0,0.0
0.6472456614966934,-0.7574329484451577,0.02756357138483158,-0.9855905238705719,-0.7423174919477515,1.1386512306609071,-0.745337114308203,-1.7722885314257544,1.0,0.0,0.0,0.0,0.0
-0.9813151408666788,1.6093777396030735,-0.4495949371313357,-0.7232389959358705,-0.7739635376645781,-0.6235829487480462,-0.7985732342698215,-0.7958978944844161,0.0,1.0,0.0,0.0,0.0
0.79211763471307,-0.9117901672309147,-1.3243855360776422,-0.06665870142549471,0.7888642585048576,0.01910367721137371,0.7745541105960048,-1.1577593203910048,1.0,0.0,0.0,0.0,0.0
1.5914112800447822,-0.9117901672309147,-1.483438372249698,4.225898651359931,3.58588783763053,0.6868882467229048,1.5597868800298775,1.6312982504149216,0.0,1.0,0.0,0.0,0.0
-0.12707005741840424,0.5335546995811505,0.10708998947085946,0.2522784501813972,0.2581844149457657,0.21540544999395803,0.37794501688194704,-0.5459599503757159,0.0,1.0,0.0,0.0,0.0
1.1767777015289558,-1.314054434369547,0.18661640755688733,-0.030182018397140506,-0.05340741980452675,-0.22918669292915533,-0.013340464835948826,-0.23313066893405593,0.0,0.0,0.0,0.0,1.0
-1.151165040499663,0.8095266968041642,-1.1653326999055866,1.5869509291932293,2.117998178611574,1.6477809427180208,2.1799876775827327,-0.1582175317269324,1.0,0.0,0.0,0.0,0.0
0.7471573671631592,-0.7995303717503651,0.8228277522451103,-0.5352437834051218,-0.5110579270940189,-0.2623518326230166,-0.4711710965058678,-0.18420351835449106,1.0,0.0,0.0,0.0,0.0
0.8320823169796548,-0.9305001331443391,-0.926753445647503,-0.6053912507673415,-0.38203943301772586,-0.5895214539273238,-0.4072877525519256,-0.8681336876147607,1.0,0.0,0.0,0.0,0.0
-1.475878083915675,1.057433745157043,1.2204598426752498,0.10450111893832119,0.04153071734595299,-0.16823454430259946,0.10644080507769277,0.004208008930979442,0.0,0.0,0.0,1.0,0.0
0.8570602433962695,-0.8650152524473521,1.061407006503194,-0.7475567846214399,-0.8348213178892446,-0.8396045343215751,-0.8251912942506308,0.12027874920074137,1.0,0.0,0.0,0.0,0.0
